name,moisture,protein,fat,mineral,crude_fibre,carbohydrates,energy,calcium,phosphorus,iron,magnesium,sodium,potassium,copper,manganese,molybdenum,zinc,chromium,sulfur,chlorine,carotene,Thiamine_B1,Riboflavin_B2,Niacin_B3,Pyridoxine_B6_Total,Folic_Acid_Free ,Folic_Acid_total,Vitamin_C,choline,Approx_tot_Ng_per_100,Histidine,Lysine,Tryptophan,Phenylalanine,Methionine,Threonine,Leucine,Isoleucine,Valine,Arginine,Tyrosine,Cystine,Palmitic_acid,Stearic_acid,Arachidic,Behenic,Lignoceric,Total_SFA,Palmitoleic,Oleic,Total_MUFA,linoleic,linolenic,Total_PUFA,oxalic_acid,phytin_p,phytin_phosphorus_percentage,TDF_g,IDF_g,SDF_g
JEW FISH (kora),78.3,18.8,0.8,1.9,0,0.2,83,286,305,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEW FISH (pallikora),77,20,2.2,1.6,0,0,100,214,262,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALABASU,81,14.7,1,1.3,0,2,76,320,380,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,11,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KATLA,73.7,19.5,2.4,1.5,0,2.9,111,530,235,0.9,0,50,151,0.12,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHORSULA,75.3,16.3,5.1,1.8,0,1.5,117,410,160,0.6,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHOYRA fresh,72,18,3,1.8,0,5.2,120,590,220,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHOYRA dried,17.3,58.9,6.2,16.4,0,1.2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOI,70,14.8,8.8,2,0,4.4,156,410,390,1.4,0,64,195,0.16,0,0,0,0,0,30,0,0,0,0.8,0,0,0,32,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOOCHA MACHLI,76.7,18.7,0.8,1.4,0,2.4,92,185,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LATA,74,19.4,0.6,2.6,0,3.4,97,610,530,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOBSTER,77.3,20.5,0.9,1.4,0,0,90,16,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACKEREL,77.3,18.9,1.7,1.6,0,0.5,93,429,305,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGUR,78.5,15,1,1.3,0,4.2,86,210,290,0.7,0,58,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHASOLE,70.3,25.2,2.3,1.2,0,1,126,130,280,3.8,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANDELI, dried",31.1,52.5,5.4,0,0,0,259,143,259,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRIGAL,75,19.5,0.8,1.5,0,3.2,98,350,280,1.1,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.7,0,9.7,16.7,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULLET,69.9,19.1,7.8,1.1,0,2.1,155,357,175,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSHI dried,9.6,67,4.9,0,0,0,312,541,507,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUSSEL, fresh water",79.5,14.5,1.6,2.3,0,2.1,81,592,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUTIJELLA, dried",19.2,63.6,2.4,11.8,0,3,288,7240,834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARDINE,76.5,19.6,2,1.8,0,0.1,97,357,349,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PABDA,73,19.2,2.1,1.1,0,4.6,114,310,210,1.3,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANGAS,72.3,14.2,10.8,1,0,1.7,161,180,130,0.5,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.6,0,0,0,7,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARSEY fresh,70.8,17.5,5.9,1.5,0,4.3,140,850,490,2.7,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARSEY dried,11.8,65,4.4,15.8,0,3,312,2231,396,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POMFRETS, black",74.5,20.3,2.6,1.1,0,1.5,111,286,306,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POMFRETS, white",78.4,17,1.3,1.5,0,1.8,87,200,290,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.15,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAWN,77.4,19.1,1,1.7,0,0.8,89,323,278,5.3,0,66,262,0,0,0,0,0,0,0,0,0.01,0.1,4.8,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUTI,75,18.1,2.4,1.4,0,3.1,106,110,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,15,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAVAS,71.4,22.2,1.1,2,0,3.3,112,405,335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAY,75.3,20.9,0.5,1.2,0,2.1,97,214,262,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBBON FISH fresh,76.6,18.1,3.2,1.5,0,0.6,104,214,218,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBBON FISH dried,6.7,76.1,8.7,0,0,0,383,739,700,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROHU,76.7,16.6,1.4,0.9,0,4.4,97,650,175,1,13,101,288,0.13,0,0,0,0,103,3,0,0.05,0.07,0.7,0,0,0,22,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,10,0,0,0
SARDINE,78.1,21,1.9,1.7,0,0,101,90,360,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARPUTI,70.2,16.5,9.5,1.5,0,2.3,161,220,120,0.5,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARK,76,21.6,0.4,1.2,0,0.8,93,357,262,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHRIMP (small, dried)",6,68.1,8.5,17.4,0,0,349,4384,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEER,72.7,22.5,4,1.5,0,0,126,71,572,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILVER BELLY,76.4,19.2,1.6,3.2,0,0,91,715,741,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGHALA,61,20.9,3.1,1,0,13.9,167,98,152,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGHI,68,22.8,0.6,1.7,0,6.9,124,670,650,2.3,0,53,223,0.15,0,0,0,0,0,0,0,0,0,0.8,0,0,0,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLE,78,16.2,2.3,1.3,0,2.2,94,140,95,0.5,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.5,0,0,0,9,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLE (malahar),78,19.5,4.7,3.1,0,0,120,1072,524,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURMAI fresh,63,19.9,1.4,0,0,0,92,92,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURMAI dried,43.3,38.6,6.2,0,0,0,210,148,172,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPRA (dried),12.6,62.3,9,15.1,0,1,334,771,552,19.3,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPSI (dried),16.2,58.5,12.1,17.2,0,0,343,1597,595,41.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARTOOR,78.3,18.2,0.2,2.1,0,1.2,79,1072,218,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TENGRA fresh,70,19.2,6.4,2.1,0,2.3,144,270,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TENGRA dried,13.8,54.9,3.9,27.5,0,0,255,843,400,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUNNY,71.9,23.8,1.6,1.8,0,0.9,113,429,349,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE BAIT,79.1,14.5,1.4,2.5,0,2.5,81,643,437,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF meal,8.2,79.2,10.3,1.6,0.5,0.2,410,68,324,18.8,0,0,0,0,0,0,0,0,0,0,0,0.03,0.44,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,28,0,0,0
BEEF muscle,74.3,22.6,2.6,1,0,0,114,10,190,0.8,0,52,214,0,0,0,0,0,0,0,18,0.15,0.04,6.4,0,0,0,2,0,3.6,200,540,70,260,160,280,510,320,330,410,220,80,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
BUFFALO MEAT,78.7,19.4,0.9,1,0,0,86,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUCK,72.3,21.6,4.8,1.2,0,0.1,130,4,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGG, duck",71,13.5,13.7,1,0,0.8,181,70,260,2.5,0,0,0,0,0,0,0,0,0,0,405,0.12,0.26,0.2,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Hen,73.7,13.3,13.3,1,0,0,173,60,220,2.1,0,0,0,0,0,0,0,0,0,0,420,0.1,0.4,0.1,0,70.3,78.3,0,0,2.13,150,440,90,360,210,320,520,410,450,400,250,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGG, turtle",76,12.2,6.7,1.5,0,3.6,124,93,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINCH,68.8,26.6,3,1.7,0,0,133,90,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOWL,72.2,25.9,0.6,1.3,0,0,109,25,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,3.2,6.8,0,0,4.14,160,500,60,250,160,250,460,330,320,350,210,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOAT MEAT (lean),74.2,21.4,3.6,1.1,0,0,118,12,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREY QUAIL,75,21.9,1.7,1.4,0,0,103,22,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVER GOAT,76.3,20,3,1.3,0,0,107,17,279,0,0,73,160,0,0,0,0,0,0,0,0,0,0,0,0,61.2,176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVER SHEEP,70.4,19.3,7.5,1.5,0,1.3,150,10,380,6.3,0,0,0,0,0,0,0,0,0,0,6690,0.36,1.7,17.6,0,65.5,188,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUTTON. muscle,71.5,18.5,13.3,1.3,0,0,194,150,150,2.5,0,33,270,0,0,0,0,0,0,0,9,0.18,0.14,6.8,0,1,5.8,0,0,2.96,170,510,80,250,150,290,480,310,320,430,210,80,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
PIGEON,70.4,23.3,4.9,1.4,0,0,137,12,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PORK, muscle",77.4,18.7,4.4,1,0,0,114,30,200,2.2,0,0,0,0,0,0,0,0,0,0,0,0.54,0.09,2.8,0,0,0,2,0,2.99,190,570,90,280,180,310,520,340,360,410,230,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUFF AND REEVE,70.3,25.9,2.3,1.5,0,0,124,3,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAIL, small",78,12.6,1,3.8,0,3.7,74,1321,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAIL, big",74.1,10.5,0.6,2.4,0,12.4,97,870,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURTLE’S MEAT,79.4,16.5,1.5,1.1,0,1.5,86,7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENISON,75.3,21,0.6,1.2,0,1.9,97,3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILK ass,89.9,2.1,1.5,0,0,6.5,48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.03,0.1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILK buffalo’s,81,4.3,6.5,0.8,0,5,117,210,130,0.2,0,19,90,0,0,0,0,0,0,0,48,0.04,0.1,0.1,0,3.3,5.6,1,0,0.69,130,490,90,270,170,300,640,330,380,200,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILK cow's,87.5,3.2,4.1,0.8,0,4.4,67,120,90,0.2,0,73,140,0,0,0,0,0,0,0,53,0.05,0.19,0.1,0,5.6,8.5,2,0,0.51,170,500,90,320,160,280,600,340,400,220,300,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MILK goat's,86.8,3.3,4.5,0.8,0,4.6,72,170,120,0.3,0,11,110,0,0,0,0,0,0,0,55,0.05,0.04,0.3,0,0.7,1.3,1,0,0.53,180,470,80,240,110,350,560,250,340,210,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILK human,88,1.1,3.4,0.1,0,7.4,65,28,11,0,0,0,0,0,0,0,0,0,0,0,41,0.02,0.02,0,0,1.3,0,3,0,0.18,170,420,110,230,100,290,520,330,310,250,230,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURDS (cow's milk),89.1,3.1,4,0.8,0,3,60,149,93,0.2,0,32,130,0,0,0,0,0,0,0,31,0.05,0.16,0.1,0,3.3,12.5,1,0,0.5,160,480,80,330,170,310,680,320,470,200,370,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTTER MILK,97.5,0.8,1.1,0.1,0,0.5,15,30,30,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SKIMMED MILK, liquid",92.1,2.5,0.1,0.7,0,4.6,29,120,90,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHANNA, cow’s milk",57.1,18.3,20.8,2.6,0,1.2,265,208,138,0,0,0,0,0,0,0,0,0,0,0,110,0.07,0.02,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHANNA, buffaIo“s milk",54.1,13.4,23,1.6,0,7.9,292,480,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEESE,40.3,24.1,25.1,4.2,0,6.3,348,790,520,2.1,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,3.86,200,520,80,350,180,260,640,360,480,240,340,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHOA (whole buffalo milk),30.6,14.6,31.2,3.1,0,20.5,421,650,420,5.8,0,0,0,0,0,0,0,0,0,0,149,0.23,0.41,0.4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHOA (skimmed buffalo milk),46.1,22.3,1.6,4.3,0,25.7,206,990,650,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHOA (whole cow milk),25.2,20,25.9,4,0,24.9,413,956,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIMMED MILK POWDER (cow's milk)  ,4.1,38,0.1,6.8,0,51,357,1370,1000,1.4,0,0,0,0,0,0,0,0,0,0,0,0.45,1.64,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHOLE MILK POWDER (cow’s milk),3.5,25.8,26.7,6,0,38,496,950,730,0.6,0,0,0,0,0,0,0,0,0,0,420,0.31,1.36,0.8,0,0,0,4,0,4.13,180,490,90,310,170,280,630,360,420,220,300,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTTER,19,0,81,2.5,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,12.5,1.4,0.7,0.4,61.9,2.3,28.7,32.8,1.8,0.6,2.4,0,0,0,0,0,0
GHEE (cow),0,0,100,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,12.8,0.5,0.3,0.1,59.5,2.6,27.2,30.8,3.2,0.4,3.6,0,0,0,0,0,0
GHEE (buffalo),0,0,100,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,12.1,0.5,0.3,0.1,62.1,1.8,26.3,29,2.5,0.5,3,0,0,0,0,0,0
HYDROGENATED OIL (fortified),0,0,100,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,9.8,0.3,0.3,0.1,25.6,0.1,45.3,45.4,13.2,0.3,13.5,0,0,0,0,0,0
COOKING OIL,0,0,100,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3.2,0.4,0.4,0.2,13.2,0.1,35.6,36.1,42.5,5.3,47.8,0,0,0,0,0,0
COCONUT OIL,0.1,0.1,99.8,0,0,0,899,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,2.3,0,0,0,89.5,0,7.8,7.8,2,0,2,0,0,0,0,0,0
